loc,type,provider,estimate,RIN
2,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T2,4.0,5.0,
4,C1,4.0,5.0,
4,C2,4.0,5.0,
4,T4,4.0,5.0,
5,T1,4.0,5.0,
6,T3,4.0,5.0,
8,T1,4.0,5.0,
8,T1,4.0,5.0,
8,T2,4.0,5.0,
10,T2,4.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
11,T5,4.0,5.0,
13,T2,4.0,5.0,
25,T1,4.0,5.0,
25,T2,4.0,5.0,
28,A,14.0,5.0,
47,A,14.0,5.0,
48,A,14.0,5.0,
53,A,14.0,5.0,
53,A,14.0,5.0,
53,A,14.0,5.0,
54,A,14.0,5.0,
68,B2,,5.0,
5,T2,,5.0,
12,A,,4.0,
2,T1,4.0,5.0,
3,T1,2.0,5.0,
3,T2,2.0,5.0,
7,A,14.0,5.0,
9,A,14.0,5.0,
11,A,14.0,5.0,
12,A,14.0,5.0,
16,A,14.0,5.0,
18,A,14.0,5.0,
28,A,16.0,4.0,
47,A,14.0,5.0,
48,A,14.0,5.0,
53,A,16.0,5.0,
79,A,14.0,5.0,
97,A,14.0,4.0,
99,A,14.0,5.0,
99,A,14.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,T2,2.0,5.0,
3,T1,4.0,5.0,
3,T3,2.0,5.0,
3,T1,2.0,5.0,
3,T2,2.0,5.0,
5,A,16.0,5.0,
7,T1,4.0,5.0,
7,A,16.0,5.0,
9,A,16.0,5.0,
12,T2,2.0,5.0,
12,T2,2.0,5.0,
18,A,14.0,5.0,
18,A,16.0,5.0,
26,A,14.0,4.0,
27,A,16.0,5.0,
27,T1,2.0,5.0,
28,A,16.0,4.0,
54,A,14.0,4.0,
54,A,16.0,5.0,
75,A,14.0,4.0,
94,T1,2.0,5.0,
1,T2,1.0,5.0,
1,T2,4.0,5.0,
1,B1,4.0,5.0,
1,B2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,6.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T5,7.0,5.0,
1,T1,6.0,5.0,
1,T5,6.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
2,T3,6.0,5.0,
2,T1,4.0,5.0,
2,T2,6.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
3,T3,7.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,C1,7.0,5.0,
4,C2,7.0,5.0,
4,T2,7.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,T2,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
6,T1,4.0,5.0,
8,T1,4.0,5.0,
8,T2,4.0,5.0,
8,T1,6.0,5.0,
8,T3,6.0,5.0,
8,T1,7.0,5.0,
8,T2,7.0,5.0,
9,T1,6.0,5.0,
11,T1,4.0,5.0,
13,T1,7.0,5.0,
13,T5,6.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
21,T2,4.0,5.0,
55,S1,4.0,5.0,
56,B2,6.0,5.0,
62,T3,4.0,5.0,
65,T1,7.0,5.0,
65,T1,4.0,5.0,
65,T2,4.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
3,T1,1.0,5.0,
3,T1,1.0,5.0,
3,T2,1.0,5.0,
3,T3,1.0,5.0,
3,T2,2.0,5.0,
3,T3,2.0,5.0,
4,A,14.0,5.0,
10,T1,2.0,5.0,
10,T2,2.0,5.0,
11,T1,1.0,5.0,
11,T2,1.0,5.0,
11,T1,1.0,5.0,
11,T1,1.0,5.0,
12,T1,4.0,5.0,
12,T2,4.0,5.0,
13,T1,4.0,5.0,
13,T5,4.0,5.0,
16,T1,4.0,5.0,
16,T1,4.0,5.0,
16,T2,4.0,5.0,
16,T1,4.0,5.0,
16,T1,4.0,5.0,
16,A,16.0,5.0,
25,T1,2.0,5.0,
25,T2,2.0,5.0,
65,T2,2.0,5.0,
99,T1,2.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
1,T5,1.0,5.0,
2,T3,5.0,5.0,
2,T2,4.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,1.0,5.0,
2,T2,1.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
3,T1,2.0,5.0,
3,T2,2.0,5.0,
3,T3,2.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
7,T3,2.0,5.0,
9,T1,4.0,5.0,
9,T2,4.0,5.0,
9,T1,1.0,5.0,
9,T2,1.0,5.0,
9,T1,4.0,5.0,
9,T2,4.0,5.0,
10,T1,4.0,5.0,
10,T2,4.0,5.0,
11,T2,1.0,5.0,
13,T1,4.0,5.0,
13,T2,4.0,5.0,
13,T5,4.0,5.0,
16,T2,4.0,5.0,
16,T2,4.0,5.0,
2,T1,17.0,5.0,
2,T2,2.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,T1,2.0,5.0,
4,T2,2.0,5.0,
4,T2,2.0,5.0,
4,T1,2.0,5.0,
4,T2,2.0,5.0,
4,T2,2.0,5.0,
6,T1,4.0,5.0,
9,A,16.0,5.0,
9,T1,4.0,5.0,
9,T2,4.0,5.0,
11,T3,4.0,5.0,
16,T1,4.0,5.0,
21,A,16.0,5.0,
26,B2,4.0,5.0,
26,B2,2.0,5.0,
56,B1,4.0,5.0,
56,B2,4.0,5.0,
75,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,2.0,5.0,
1,T1,1.0,5.0,
1,T2,1.0,5.0,
1,T2,2.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T2,1.0,5.0,
1,T1,1.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,1.0,5.0,
1,T1,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T2,18.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
8,T1,7.0,5.0,
8,T2,7.0,5.0,
16,A,16.0,5.0,
48,T1,2.0,5.0,
90,B2,13.0,5.0,
4,A,16.0,4.0,
28,A,16.0,4.0,
1,T2,1.0,5.0,
11,A,8.0,5.0,
18,A,8.0,5.0,
12,A,8.0,5.0,
53,A,8.0,4.0,
54,A,8.0,4.0,
79,A,8.0,4.0,
5,A,8.0,4.0,
21,A,8.0,4.0,
54,A,15.0,4.0,
5,A,16.0,3.0,
1,T1,1.0,3.0,
4,A,8.0,3.0,
5,A,8.0,3.0,
9,A,8.0,3.0,
30,A,8.0,3.0,
4,A,8.0,3.0,
9,A,15.0,3.0,
18,A,8.0,3.0,
26,A,8.0,3.0,
48,A,8.0,3.0,
53,A,15.0,3.0,
54,A,8.0,3.0,
1,T1,4.0,2.0,
10,A,8.0,2.0,
28,A,8.0,2.0,
78,A,8.0,2.0,
98,A,8.0,2.0,
7,A,8.0,2.0,
28,A,8.0,2.0,
28,A,15.0,2.0,
30,A,8.0,2.0,
53,A,8.0,2.0,
75,A,8.0,2.0,
78,A,8.0,2.0,
79,A,8.0,2.0,
1,T2,4.0,5.0,
1,T2,1.0,5.0,
1,T2,1.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
2,C1,4.0,5.0,
2,C2,4.0,5.0,
6,T1,4.0,5.0,
11,B1,4.0,5.0,
11,B2,4.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
12,T1,2.0,5.0,
13,T3,4.0,5.0,
18,T1,4.0,5.0,
18,T2,4.0,5.0,
20,S1,4.0,5.0,
20,S2,4.0,5.0,
20,T5,4.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
55,P1,4.0,5.0,
55,P2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,18.0,5.0,
1,T1,4.0,5.0,
2,T1,2.0,5.0,
2,T2,2.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,2.0,5.0,
4,T2,2.0,5.0,
8,T1,4.0,5.0,
8,T3,4.0,5.0,
8,T5,4.0,5.0,
10,T2,2.0,5.0,
12,T5,18.0,5.0,
13,T1,1.0,5.0,
13,T1,,5.0,
13,T2,,5.0,
13,T5,,5.0,
22,C1,18.0,5.0,
68,B2,9.0,5.0,
68,B2,9.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
53,A,8.0,4.0,
53,A,15.0,4.0,
54,A,8.0,4.0,
1,T1,4.0,5.0,
1,T3,4.0,5.0,
4,T1,1.0,5.0,
10,T1,2.0,5.0,
12,T1,2.0,5.0,
12,T2,2.0,5.0,
12,A,8.0,4.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
70,B1,19.0,5.0,
1,T1,4.0,5.0,
1,T5,4.0,5.0,
2,T3,4.0,5.0,
2,T3,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
8,T2,17.0,5.0,
8,T1,17.0,5.0,
8,T2,17.0,5.0,
9,T1,4.0,5.0,
11,T1,1.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
12,T1,4.0,5.0,
12,T1,4.0,5.0,
12,T2,4.0,5.0,
13,T5,1.0,5.0,
17,T6,4.0,5.0,
23,T1,4.0,5.0,
23,T2,4.0,5.0,
23,T1,4.0,5.0,
23,T2,4.0,5.0,
26,B2,17.0,5.0,
27,T1,4.0,5.0,
65,T2,4.0,5.0,
67,T3,4.0,5.0,
69,T3,4.0,5.0,
94,S1,1.0,5.0,
94,S2,1.0,5.0,
99,T1,4.0,5.0,
1,T1,1.0,5.0,
1,T1,17.0,5.0,
1,T2,17.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,18.0,5.0,
2,T2,18.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,1.0,5.0,
3,T3,,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
4,T1,7.0,5.0,
4,T1,7.0,5.0,
4,C2,4.0,5.0,
7,T1,20.0,5.0,
7,T1,12.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
8,T1,1.0,5.0,
8,T2,1.0,5.0,
8,T2,18.0,5.0,
8,T1,4.0,5.0,
8,T2,4.0,5.0,
11,T1,6.0,5.0,
11,T1,4.0,5.0,
12,S1,1.0,5.0,
12,T2,4.0,5.0,
12,T1,4.0,4.0,
12,T2,4.0,5.0,
13,T1,7.0,5.0,
13,T2,7.0,5.0,
16,T1,4.0,5.0,
24,T1,4.0,5.0,
26,B1,17.0,5.0,
32,T3,18.0,5.0,
32,T1,4.0,5.0,
53,T1,17.0,4.0,
65,T1,4.0,5.0,
65,T2,4.0,5.0,
65,T3,4.0,5.0,
66,T1,4.0,5.0,
66,T2,4.0,5.0,
67,T3,4.0,5.0,
68,B2,9.0,5.0,
94,T1,2.0,5.0,
94,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,1.0,5.0,
1,T1,4.0,5.0,
1,T5,7.0,5.0,
1,C1,6.0,5.0,
1,T2,6.0,5.0,
1,T2,6.0,5.0,
1,T5,6.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
2,T2,,5.0,
3,T2,4.0,5.0,
3,T3,4.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
5,T1,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
8,T3,4.0,5.0,
11,T2,4.0,5.0,
11,T2,4.0,5.0,
11,B1,6.0,5.0,
11,B2,6.0,5.0,
13,T5,4.0,5.0,
13,T5,6.0,5.0,
13,T1,6.0,5.0,
13,T3,6.0,5.0,
17,T2,6.0,5.0,
17,T2,,5.0,
21,T1,4.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
21,A,14.0,5.0,
26,T2,6.0,5.0,
47,A,14.0,5.0,
55,S2,1.0,5.0,
65,T2,7.0,5.0,
65,T2,4.0,5.0,
99,B1,4.0,5.0,
99,B2,4.0,5.0,
99,B1,6.0,5.0,
99,B2,6.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,T2,1.0,5.0,
1,T2,17.0,5.0,
1,T2,2.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T1,2.0,5.0,
2,T2,2.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T1,2.0,5.0,
3,T2,2.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
5,T2,18.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,T2,18.0,5.0,
7,A,16.0,4.0,
8,T1,18.0,5.0,
8,T2,18.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
12,T2,2.0,5.0,
12,T2,2.0,5.0,
12,T2,2.0,5.0,
12,T2,18.0,5.0,
13,T5,2.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
25,T1,2.0,5.0,
25,T2,2.0,5.0,
27,T1,18.0,5.0,
32,S1,18.0,4.0,
32,C1,18.0,5.0,
32,C2,18.0,5.0,
55,S1,4.0,5.0,
55,S2,4.0,5.0,
65,T1,4.0,5.0,
65,T2,4.0,5.0,
65,T3,4.0,5.0,
83,T1,,5.0,
94,T2,,5.0,
1,T2,4.0,5.0,
1,T2,17.0,5.0,
1,T1,1.0,5.0,
2,T2,2.0,5.0,
2,T1,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
5,A,16.0,5.0,
7,T2,4.0,5.0,
7,A,16.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
8,S2,4.0,5.0,
8,T1,4.0,5.0,
8,T2,4.0,5.0,
9,B1,4.0,5.0,
9,B2,4.0,5.0,
9,A,16.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
11,T1,4.0,5.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
12,T1,4.0,5.0,
12,T2,4.0,5.0,
12,T2,4.0,5.0,
13,T2,17.0,5.0,
16,A,16.0,4.0,
18,A,16.0,4.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
26,A,16.0,4.0,
65,T1,4.0,5.0,
65,T2,4.0,5.0,
75,T1,4.0,5.0,
95,T1,2.0,5.0,
1,T5,4.0,5.0,
2,T2,17.0,5.0,
2,T3,17.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T5,4.0,5.0,
3,T5,4.0,5.0,
3,T3,4.0,5.0,
4,T5,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,C1,4.0,5.0,
4,C2,4.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,
5,B2,4.0,5.0,
5,T3,2.0,5.0,
5,T1,17.0,5.0,
6,T1,4.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
8,T3,4.0,5.0,
8,T1,4.0,5.0,
8,T2,4.0,5.0,
8,T5,4.0,5.0,
8,S1,2.0,5.0,
8,S2,2.0,5.0,
9,T1,17.0,5.0,
9,A,16.0,5.0,
9,C1,17.0,5.0,
9,T1,4.0,5.0,
9,T2,4.0,5.0,
11,T2,4.0,5.0,
12,T3,17.0,5.0,
23,T1,4.0,5.0,
23,T2,4.0,5.0,
27,A,16.0,5.0,
48,A,16.0,4.0,
56,B1,4.0,5.0,
56,B2,4.0,5.0,
56,B2,4.0,5.0,
65,T6,4.0,5.0,
68,B2,9.0,5.0,
68,B2,9.0,5.0,
68,B2,9.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,T2,1.0,5.0,
1,T2,17.0,5.0,
1,T5,17.0,5.0,
1,T2,17.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T1,18.0,5.0,
2,T2,18.0,5.0,
3,P1,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,B1,4.0,5.0,
3,B2,4.0,5.0,
3,T1,4.0,5.0,
3,T2,4.0,5.0,
3,T2,2.0,5.0,
3,T1,2.0,5.0,
3,T2,2.0,5.0,
3,T3,2.0,5.0,
4,T1,4.0,5.0,
5,B1,4.0,5.0,
5,T2,17.0,5.0,
6,P1,4.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
7,T1,17.0,5.0,
7,T2,17.0,5.0,
8,T1,18.0,5.0,
8,T1,17.0,5.0,
8,T2,17.0,5.0,
8,T1,2.0,5.0,
8,T2,2.0,5.0,
8,T1,2.0,5.0,
8,T2,2.0,5.0,
10,T1,4.0,5.0,
10,T2,4.0,5.0,
10,T5,4.0,5.0,
11,A,16.0,4.0,
11,T1,4.0,5.0,
11,T2,4.0,5.0,
13,T5,7.0,5.0,
16,T1,4.0,5.0,
16,T2,4.0,5.0,
25,T1,4.0,5.0,
25,T2,4.0,5.0,
25,T5,4.0,5.0,
48,T1,4.0,5.0,
53,A,16.0,4.0,
54,A,16.0,4.0,
54,A,16.0,5.0,
65,T2,4.0,5.0,
68,B2,9.0,5.0,
68,B2,9.0,5.0,
68,B2,9.0,5.0,
94,T2,4.0,5.0,
94,T5,4.0,5.0,
1,T6,4.0,5.0,
2,T1,17.0,5.0,
4,A,16.0,5.0,
4,A,16.0,5.0,
4,T2,4.0,5.0,
4,T5,4.0,5.0,
5,T2,17.0,5.0,
5,T1,17.0,5.0,
5,T2,17.0,5.0,
5,T2,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,T1,4.0,5.0,
5,T3,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
7,T2,4.0,5.0,
11,T1,17.0,5.0,
27,T1,,5.0,
48,A,16.0,4.0,
55,S1,4.0,5.0,
55,S2,4.0,5.0,
1,T2,7.0,5.0,
1,T2,6.0,5.0,
2,T2,7.0,5.0,
2,T2,7.0,5.0,
3,T2,4.0,5.0,
18,T2,4.0,5.0,
23,T2,6.0,5.0,
65,T1,4.0,5.0,
1,T2,6.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T2,4.0,5.0,
1,T5,6.0,5.0,
1,T2,2.0,5.0,
3,T2,6.0,5.0,
4,C2,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,B2,4.0,5.0,
5,T2,2.0,5.0,
11,T1,6.0,5.0,
11,T5,6.0,5.0,
13,T5,6.0,5.0,
16,T2,4.0,5.0,
23,T1,6.0,5.0,
25,T1,6.0,5.0,
25,T1,4.0,5.0,
25,T2,4.0,5.0,
27,T1,4.0,5.0,
27,T2,4.0,5.0,
53,B2,4.0,5.0,
55,T5,6.0,5.0,
90,B2,13.0,5.0,
1,T2,4.0,5.0,
1,T2,7.0,5.0,
1,T2,2.0,5.0,
1,T2,2.0,5.0,
1,T2,2.0,5.0,
1,T2,6.0,5.0,
1,T2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T2,2.0,5.0,
1,T2,4.0,5.0,
3,T2,2.0,5.0,
3,T3,2.0,5.0,
3,T2,4.0,5.0,
3,B1,4.0,5.0,
4,T2,7.0,5.0,
4,T2,7.0,5.0,
4,T2,7.0,5.0,
5,T2,4.0,5.0,
5,T2,4.0,5.0,
5,T2,2.0,5.0,
5,T2,2.0,5.0,
5,T1,2.0,5.0,
5,T2,2.0,5.0,
7,T5,2.0,5.0,
7,T2,4.0,5.0,
8,S2,4.0,5.0,
9,T1,2.0,5.0,
18,S2,2.0,5.0,
19,T1,2.0,5.0,
22,T1,2.0,5.0,
24,S2,2.0,5.0,
26,A,8.0,5.0,
47,B2,2.0,5.0,
55,S2,4.0,5.0,
55,P2,4.0,5.0,
62,T3,4.0,5.0,
68,B2,9.0,5.0,
94,T1,2.0,5.0,
95,T1,2.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
1,T2,4.0,5.0,
1,T5,7.0,5.0,
1,B1,4.0,5.0,
1,T2,7.0,5.0,
1,T5,7.0,5.0,
1,T1,7.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
1,T2,7.0,5.0,
1,T1,4.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T5,7.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T5,7.0,5.0,
2,T2,4.0,5.0,
2,T1,4.0,5.0,
2,B1,2.0,5.0,
3,T1,2.0,5.0,
3,T1,4.0,5.0,
3,T2,7.0,5.0,
3,T1,7.0,5.0,
3,T1,13.0,5.0,
3,T2,13.0,5.0,
4,T1,7.0,5.0,
4,T1,7.0,5.0,
4,T1,7.0,5.0,
4,T3,4.0,5.0,
4,T1,7.0,5.0,
5,B1,4.0,5.0,
5,T2,4.0,5.0,
5,T2,4.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,T2,4.0,5.0,
5,T1,2.0,5.0,
5,T2,2.0,5.0,
7,T1,4.0,5.0,
7,T1,4.0,5.0,
7,T2,4.0,5.0,
7,T1,4.0,5.0,
11,T5,4.0,5.0,
13,T2,2.0,5.0,
13,T2,7.0,5.0,
13,T5,4.0,5.0,
13,T3,4.0,5.0,
13,T5,7.0,5.0,
15,T1,4.0,5.0,
15,T2,4.0,5.0,
18,T1,4.0,5.0,
18,S1,2.0,5.0,
53,T6,4.0,5.0,
54,T1,4.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,T2,7.0,5.0,
1,T2,2.0,5.0,
1,T2,7.0,5.0,
1,T2,7.0,5.0,
1,T1,2.0,5.0,
1,T2,2.0,5.0,
1,B1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,4.0,5.0,
1,T2,4.0,5.0,
1,T1,7.0,5.0,
1,T2,4.0,5.0,
1,T1,7.0,5.0,
1,T1,7.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
1,T1,7.0,5.0,
1,T1,7.0,5.0,
1,T2,7.0,5.0,
3,T2,4.0,5.0,
3,T5,2.0,5.0,
3,T1,7.0,5.0,
3,T2,7.0,5.0,
3,T3,4.0,5.0,
3,T2,7.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
4,T1,7.0,5.0,
4,T2,7.0,5.0,
5,T1,4.0,5.0,
5,T2,2.0,5.0,
5,T2,4.0,5.0,
5,T2,4.0,5.0,
5,T2,2.0,5.0,
5,T2,2.0,5.0,
5,T1,4.0,5.0,
5,T2,4.0,5.0,
5,T5,4.0,5.0,
6,B1,4.0,5.0,
7,T2,4.0,5.0,
8,T1,4.0,5.0,
13,T1,4.0,5.0,
13,T5,4.0,5.0,
13,T5,7.0,5.0,
13,T1,2.0,5.0,
13,T2,2.0,5.0,
13,T3,4.0,5.0,
15,T2,2.0,5.0,
21,T1,4.0,5.0,
21,T2,4.0,5.0,
21,T2,4.0,5.0,
21,T2,4.0,5.0,
21,T5,4.0,5.0,
24,S1,4.0,5.0,
24,S2,4.0,5.0,
26,T2,4.0,5.0,
26,T5,4.0,5.0,
32,T1,2.0,5.0,
65,S1,4.0,5.0,
65,S2,4.0,5.0,
65,T5,4.0,5.0,
75,T1,4.0,5.0,
1,T2,6.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
5,T2,6.0,5.0,
9,T2,1.0,5.0,
18,T2,6.0,5.0,
21,T5,4.0,5.0,
1,T2,6.0,5.0,
1,T2,6.0,5.0,
1,T2,4.0,5.0,
1,T2,7.0,5.0,
1,T2,1.0,5.0,
1,T2,2.0,5.0,
1,T5,7.0,5.0,
1,T2,7.0,5.0,
1,T5,7.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
1,T5,7.0,5.0,
1,T2,4.0,5.0,
1,T5,4.0,5.0,
2,T2,4.0,5.0,
2,T2,4.0,5.0,
2,T3,4.0,5.0,
2,T1,4.0,5.0,
2,T2,4.0,5.0,
3,T1,4.0,5.0,
3,T3,4.0,5.0,
3,P1,5.0,5.0,
3,P2,5.0,5.0,
3,B1,4.0,5.0,
3,T1,7.0,5.0,
4,T2,1.0,5.0,
4,T1,4.0,5.0,
4,T2,7.0,5.0,
4,T2,7.0,5.0,
5,T2,6.0,5.0,
5,T1,2.0,5.0,
5,T1,2.0,5.0,
5,T2,2.0,5.0,
5,T3,2.0,5.0,
5,T3,4.0,5.0,
5,T1,4.0,5.0,
6,B1,4.0,5.0,
6,T3,5.0,5.0,
7,T1,4.0,5.0,
9,T1,1.0,5.0,
13,T1,6.0,5.0,
13,T5,6.0,5.0,
13,T1,4.0,5.0,
13,T5,4.0,5.0,
13,T5,7.0,5.0,
13,T1,4.0,5.0,
13,T5,4.0,5.0,
15,T1,6.0,5.0,
15,T2,6.0,5.0,
15,T1,2.0,5.0,
16,T1,4.0,5.0,
16,T1,4.0,5.0,
